IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,TLDN,PT Teladan Prima Agro Tbk.,Consumer Non-Cyclicals,Plantations & Crops,Pengembangan,580.0,0.0603448275862069,-0.024390243902439025,0.008333333333333333,-0.01652892561983471,-0.01680672268907563,0.008547008547008548,0.1271186440677966,-0.20344827586206896,Aktvitas perusahaan holding dan industri pengolahan kelapa sawit melalui Perusahaan Anak,"Beltway Office Park Gedung B Lantai 7, Jl. TB Simatupang No.41, Kota Jakarta Selatan, 12540",https://www.teladanprima.com,517861200,4.0,NI - BNI SEKURITAS,"['NI - BNI SEKURITAS', 'C3 - PT CIMB Niaga Sekuritas']",2022-03-17,2022-03-25,520,600,2022-04-04,2022-04-08,2022-04-08,2022-04-11,2022-04-12,0.0,
Closed,GOTO,PT GoTo Gojek Tokopedia Tbk,Technology,Online Applications & Services,Ekonomi Baru,338.0,0.1301775147928994,-0.031413612565445025,0.010810810810810811,0.0053475935828877,0.005319148936170213,-0.05291005291005291,-0.055865921787709494,-0.8431952662721893,"Penyedia platform digital yang mengintegrasikan on-demand services, e-commerce dan fintech services","Gedung Pasaraya Blok M, lantai 6-7 Jl. Iskandarsyah II No. 2, Jakarta 12160",https://www.gotocompany.com,40615056000,3.0,CC - MANDIRI SEKURITAS,"['CC - MANDIRI SEKURITAS', 'AZ - SUCOR SEKURITAS', 'CP - KB VALBURY SEKURITAS', 'CS - CREDIT SUISSE SEKURITAS INDONESIA', 'GR - PANIN SEKURITAS TBK.', 'KZ - CLSA SEKURITAS INDONESIA', 'LG - TRIMEGAH SEKURITAS INDONESIA TBK.', 'NI - BNI SEKURITAS', 'PD - INDO PREMIER SEKURITAS', 'PP - ALDIRACITA SEKURITAS INDONESIA', 'RO - PLUANG MAJU SEKURITAS', 'C3 - PT CIMB Niaga Sekuritas', 'D4 - PT Deutsche Sekuritas Indonesia']",2022-03-15,2022-03-24,316,346,2022-04-01,2022-04-07,2022-04-07,2022-04-08,2022-04-11,0.0,
Closed,SICO,PT Sigma Energy Compressindo Tbk,Energy,"Oil, Gas & Coal Equipment & Services",Pengembangan,230.0,0.10434782608695652,-0.06299212598425197,-0.06722689075630252,-0.06306306306306306,-0.0673076923076923,-0.06701030927835051,-0.022099447513812154,-0.5956521739130435,Jasa Penyewaan Alat-Alat Untuk Monetisasi Minyak dan Gas Suar Bakar dengan Menggunakan Teknologi,"GKM Green Tower 10th Floor Jl. TB Simatupang Kav 89 G Jakarta Selatan, 12520",https://sinerco.co.id,270000000,30.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2022-03-15,2022-03-18,190,230,2022-04-04,2022-04-06,2022-04-06,2022-04-07,2022-04-08,0.1,350.0
Closed,WIRG,PT WIR ASIA Tbk,Technology,Software,Pengembangan,168.0,0.34523809523809523,0.24778761061946902,0.24822695035460993,0.25,0.25,0.24545454545454545,0.24817518248175183,-0.5178571428571429,"Jasa teknologi informasi termasuk bidang multimedia, telekomunikasi dan periklanan",Jalan Panjang Raya No. 70 Kebon Jeruk Jakarta 11530 - Indonesia,https://www.wirglobal.com,2337090000,20.0,KI - CIPTADANA SEKURITAS ASIA,['KI - CIPTADANA SEKURITAS ASIA'],2022-03-14,2022-03-17,150,175,2022-03-29,2022-03-31,2022-03-31,2022-04-01,2022-04-04,0.3,188.0
Closed,BIKE,PT Sepeda Bersama Indonesia Tbk,Consumer Cyclicals,Sport Equipment & Hobbies Goods,Pengembangan,170.0,0.3411764705882353,0.24561403508771928,-0.06338028169014084,-0.06766917293233082,-0.056451612903225805,-0.02564102564102564,-0.06140350877192982,3.264705882352941,Perdagangan Besar Sepeda,"Jl. Alam Sutera Boulevard Kav. 12A, Pakulon, Serpong Utara Tangerang Selatan, Banten 15325",https://www.sepedabersamaindonesia.co.id,323334000,25.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,"['LG - TRIMEGAH SEKURITAS INDONESIA TBK.', 'XA - NH KORINDO SEKURITAS INDONESIA', 'YP - MIRAE ASSET SEKURITAS INDONESIA']",2022-02-15,2022-02-24,160,170,2022-03-14,2022-03-17,2022-03-17,2022-03-18,2022-03-21,0.5,492.0
Closed,STAA,PT SUMBER TANI AGUNG RESOURCES Tbk,Consumer Non-Cyclicals,Plantations & Crops,Utama,600.0,0.25,0.24666666666666667,-0.06951871657754011,-0.06896551724137931,0.006172839506172839,0.0,-0.04294478527607362,0.25833333333333336,Perkebunan kelapa sawit & industri olah kelapa sawit baik secara langsung dan/atau Perusahaan Anak,,http://sta.co.id,877072000,8.0,DP - DBS VICKERS SEKURITAS INDONESIA,"['DP - DBS VICKERS SEKURITAS INDONESIA', 'C3 - PT CIMB Niaga Sekuritas']",2022-02-09,2022-02-15,470,605,2022-03-02,2022-03-08,2022-03-08,2022-03-09,2022-03-10,0.0,
Closed,NANO,PT Nanotech Indonesia Global Tbk,Industrials,Business Support Services,Akselerasi,100.0,0.1,0.1,0.0,0.2066115702479339,0.0958904109589041,0.1,-0.09090909090909091,-0.86,Penelitian & Pengembangan Ilmu Pengetahuan Alam & Teknologi Rekayasa Lainnya & Aktivitas Konsultasi,"Gedung Nanoplex, Jl. Puspiptek Komplek Batan Lama A12, Kota Tangerang Selatan, Provinsi Banten - 15314",https://nig.co.id,1285000000,30.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2022-02-08,2022-02-15,95,105,2022-03-02,2022-03-08,2022-03-08,2022-03-09,2022-03-10,0.8,125.0
Closed,SMKM,PT Sumber Mas Konstruksi Tbk,Infrastructures,Heavy Constructions & Civil Engineering,Akselerasi,264.0,-0.09848484848484848,-0.09243697478991597,0.009259259259259259,0.0,-0.1834862385321101,-0.028089887640449437,0.08670520231213873,-0.7803030303030303,Jasa Konstruksi Umum,"Gedung Graha Mustika Ratu, Lantai 5 Jalan Jend. Gatot Subroto Kav. 74-75 Jakarta Selatan, 12870",http://www.konstruksimas.co.id/,250000000,20.0,AO - ERDIKHA ELIT SEKURITAS,['AO - ERDIKHA ELIT SEKURITAS'],2022-02-04,2022-02-10,150,350,2022-03-02,2022-03-07,2022-03-07,2022-03-08,2022-03-09,0.0,
Closed,ADCP,PT ADHI COMMUTER PROPERTI TBK,Properties & Real Estate,Real Estate Development & Management,Pengembangan,130.0,-0.06153846153846154,-0.06557377049180328,-0.06140350877192982,-0.06542056074766354,-0.07,0.13978494623655913,-0.0660377358490566,-0.6153846153846154,Perhotelan dan Real Estate,"South Building PT Adhi Karya (Persero) Tbk, Jl. Raya Pasar Minggu, Km. 18 Jakarta Selatan, DKI Jakarta 12510",https://www.adcp.co.id,2222222200,10.0,AZ - SUCOR SEKURITAS,"['AZ - SUCOR SEKURITAS', 'GR - PANIN SEKURITAS TBK.', 'IP - YUGEN BERTUMBUH SEKURITAS', 'RS - YULIE SEKURITAS INDONESIA TBK.', 'YP - MIRAE ASSET SEKURITAS INDONESIA', 'ZP - MAYBANK SEKURITAS INDONESIA', 'C3 - PT CIMB Niaga Sekuritas']",2022-01-27,2022-02-07,130,200,2022-02-16,2022-02-21,2022-02-21,2022-02-22,2022-02-23,0.0,
Closed,NTBK,PT Nusatama Berkah Tbk,Industrials,Construction Machinery & Heavy Vehicles,Pengembangan,100.0,0.35,-0.06666666666666667,-0.06349206349206349,-0.06779661016949153,-0.06363636363636363,0.04854368932038835,-0.037037037037037035,-0.5,Industri Manufaktur Kendaraan Khusus,"18 Office Park 6th Floor Suite C, Jl. TB Simatupang Kav. 18, Jakarta 12520, Indonesia",http://www.nusatama.com/,700000000,26.0,SF - SURYA FAJAR SEKURITAS,"['SF - SURYA FAJAR SEKURITAS', 'II - DANATAMA MAKMUR SEKURITAS']",2022-01-19,2022-01-27,100,150,2022-02-02,2022-02-07,2022-02-07,2022-02-08,2022-02-09,1.0,120.0
Closed,ENAK,PT Champ Resto Indonesia Tbk,Consumer Cyclicals,Restaurants,Pengembangan,850.0,-0.029411764705882353,-0.012121212121212121,0.012269938650306749,-0.04242424242424243,-0.06329113924050633,-0.060810810810810814,0.014388489208633094,0.18235294117647058,bergerak dalam bidang restoran,"Jl. Raya Tanjung Barat No. 81A RT 002/04, Tanjung Barat, Jagakarsa, Jakarta Selatan 12530.",https://www.champ-group.com/,433333400,20.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2022-01-12,2022-01-20,800,950,2022-02-02,2022-02-04,2022-02-04,2022-02-07,2022-02-08,0.0,
Closed,BAUT,PT Mitra Angkasa Sejahtera Tbk,Consumer Cyclicals,Home Improvement Retail,Pemantauan Khusus,100.0,0.35,0.34814814814814815,0.34065934065934067,-0.06557377049180328,-0.06140350877192982,-0.06542056074766354,-0.07,-0.84,"Bergerak dalam bidang Perdagangan Besar Logam untuk Bahan Konstruksi, terutama Mur dan Baut","Jl. Raya Tanjung Pasir KP. Pondok Bahagia No.18, Tegal Angus, Teluknaga, Tangerang, Banten 15510.",https://masworkspace.com,1450000000,30.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2022-01-04,2022-01-10,100,110,2022-01-21,2022-01-26,2022-01-26,2022-01-27,2022-01-28,0.8,125.0
Closed,NETV,PT NET VISI MEDIA TBK,Consumer Cyclicals,Broadcasting,Pemantauan Khusus,196.0,0.3469387755102041,0.25,0.24848484848484848,0.25,0.24271844660194175,-0.0625,-0.06666666666666667,-0.6530612244897959,Industri Media,"Graha Mitra Lt.4 Jl. Jend. Gatot Subroto Kav. 21 RT 003 RW 002, Karet Semanggi, Setiabudi",https://www.netvisimedia.co.id,765306100,4.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2021-12-27,2022-01-03,190,196,2022-01-19,2022-01-24,2022-01-24,2022-01-25,2022-01-26,0.0,
Closed,ASLC,PT Autopedia Sukses Lestari Tbk,Consumer Cyclicals,Automotive Retail,Pengembangan,256.0,0.25,-0.06875,0.013422818791946308,-0.013245033112582781,-0.03355704697986577,0.05555555555555555,-0.019736842105263157,-0.58984375,Balai lelang melalui Entitas Anak dan perdagangan eceran mobil,"Gedung Graha Kirana Lt.6 Jl. Yos Sudarso No. 88 Sunter, Jakarta Utara 14350",https://www.autopedia.id,2549271000,20.0,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,"['LG - TRIMEGAH SEKURITAS INDONESIA TBK.', 'KI - CIPTADANA SEKURITAS ASIA']",2021-12-29,2022-01-05,200,276,2022-01-19,2022-01-21,2022-01-21,2022-01-24,2022-01-25,0.0,
Closed,SEMA,PT SEMACOM INTEGRATED TBK,Industrials,Electrical Components & Equipment,Pengembangan,180.0,0.34444444444444444,0.12396694214876033,-0.0661764705882353,-0.06299212598425197,0.01680672268907563,0.08264462809917356,0.0,-0.39444444444444443,"Produksi Panel, Perakitan Baterai Listrik dan Energi Terbarukan","Jl. Intan I RT 001/001, Kp. Poncol, Ds. Curug, Kec. Gunung Sindur, Bogor 16340, Jawa Barat",https://www.semacom-integrated.com,347000000,26.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2021-12-17,2021-12-22,180,220,2022-01-04,2022-01-06,2022-01-06,2022-01-07,2022-01-10,0.5,230.0
Closed,ADMR,PT Adaro Minerals Indonesia Tbk,Energy,Coal Production,Utama,100.0,0.35,0.34814814814814815,0.34065934065934067,0.2459016393442623,0.25,0.24736842105263157,0.24472573839662448,11.75,"Pertambangan batu bara metalurgi melalui Perusahaan Anak, jasa pertambangan dan konsultasi manajemen","Cyber 2 Tower Lantai 34, Jl. H.R. Rasuna Said Blok X-5 No.13, Jakarta 12950 - Indonesia",https://www.adarominerals.id,6048580000,15.0,KI - CIPTADANA SEKURITAS ASIA,['KI - CIPTADANA SEKURITAS ASIA'],2021-12-09,2021-12-16,100,125,2021-12-27,2021-12-29,2021-12-29,2021-12-30,2022-01-03,0.0,
Closed,DRMA,PT Dharma Polimetal Tbk,Consumer Cyclicals,Auto Parts & Equipment,Utama,500.0,-0.008,-0.036290322580645164,0.0,0.07740585774058577,0.019417475728155338,0.0,-0.02857142857142857,1.16,Manufaktur Komponen Kendaraan Bermotor,"Jl. Angsana Raya Blok A9 No. 8 Delta Silicon I Kawasan Industri Lippo Cikarang Kelurahan Sukaresmi, Kecamatan Cikarang Selatan, Kabupaten Bekasi Jawa Barat - Indonesia",https://www.dharmagroup.co.id,705882300,15.0,AZ - SUCOR SEKURITAS,"['AZ - SUCOR SEKURITAS', 'EP - MNC SEKURITAS', 'C3 - PT CIMB Niaga Sekuritas']",2021-11-19,2021-11-30,500,620,2021-12-13,2021-12-16,2021-12-16,2021-12-17,2021-12-20,0.0,
Closed,BSML,PT Bintang Samudera Mandiri Lines Tbk,Transportation & Logistic,Logistics & Deliveries,Pengembangan,117.0,0.3418803418803419,-0.025477707006369428,-0.06535947712418301,-0.02097902097902098,-0.06428571428571428,0.06870229007633588,0.05714285714285714,-0.08547008547008547,Bergerak dalam angkutan laut dalam negeri untuk barang khusus serta perdagangan besar,"Rasuna Office Park OR, Jl. H. R. Rasuna Said, RT.16/RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12960",https://bsmlines.com/,370045000,20.0,II - DANATAMA MAKMUR SEKURITAS,['II - DANATAMA MAKMUR SEKURITAS'],2021-11-16,2021-11-25,100,150,2021-12-09,2021-12-14,2021-12-14,2021-12-15,2021-12-16,0.0,
Closed,NASI,PT Wahana Inti Makmur Tbk,Consumer Non-Cyclicals,Food Retail & Distributors,Pengembangan,155.0,0.3419354838709677,0.17307692307692307,-0.06557377049180328,-0.06140350877192982,0.009345794392523364,0.018518518518518517,0.0,-0.25806451612903225,Bergerak dalam bidang Produsen dan Pemasok Beras,"Jalan Mohammad Husni Thamrin Kilometer 2, Duta Indah Iconic Tower G, Lantai 1, Kel. Panunggangan Utara, Kec. Pinang, Kota Tangerang, Prov. Banten, 15143",https://www.wahanaintimakmur.com,200000000,25.0,AI - UOB KAY HIAN SEKURITAS,['AI - UOB KAY HIAN SEKURITAS'],2021-11-17,2021-11-23,140,160,2021-12-07,2021-12-09,2021-12-09,2021-12-10,2021-12-13,0.0,
Closed,IPPE,PT Indo Pureco Pratama Tbk,Consumer Non-Cyclicals,Household Products,Pemantauan Khusus,100.0,0.35,0.34814814814814815,0.34065934065934067,-0.06557377049180328,-0.06140350877192982,-0.06542056074766354,-0.07,-0.87,Industri minyak kelapa dan produk dari kelapa serta perdagangan,,https://indopureco.com/,1000000000,22.0,HD - KGI SEKURITAS INDONESIA,"['HD - KGI SEKURITAS INDONESIA', 'YP - MIRAE ASSET SEKURITAS INDONESIA']",2021-11-18,2021-11-25,100,110,2021-12-02,2021-12-07,2021-12-07,2021-12-08,2021-12-09,0.0,
Closed,AVIA,PT Avia Avian Tbk,Basic Materials,Construction Materials,Utama,930.0,-0.06989247311827956,-0.03468208092485549,0.04790419161676647,0.022857142857142857,-0.0111731843575419,0.005649717514124294,0.033707865168539325,-0.4860215053763441,"Industri dan perdagangan cat dan tinta cetak, pernis, lak, perekat/lem, mortar atau beton siap pakai","Jl. Surabaya - Sidoarjo KM. 19, Kel. Wadungasih, Kec. Buduran, Sidoarjo 61254, Jawa Timur",https://www.avianbrands.com,6200000000,10.0,CC - MANDIRI SEKURITAS,"['CC - MANDIRI SEKURITAS', 'AK - UBS SEKURITAS INDONESIA', 'CS - CREDIT SUISSE SEKURITAS INDONESIA', 'LG - TRIMEGAH SEKURITAS INDONESIA TBK.', 'PF - DANASAKTI SEKURITAS INDONESIA', 'S0 - PT Morgan Stanley Sekuritas Indonesia']",2021-11-12,2021-11-18,780,930,2021-12-02,2021-12-06,2021-12-06,2021-12-07,2021-12-08,0.0,
Closed,OBMD,PT OBM Drilchem Tbk,Basic Materials,Specialty Chemicals,Pengembangan,180.0,-0.06666666666666667,-0.06547619047619048,-0.06369426751592357,-0.02040816326530612,-0.020833333333333332,0.06382978723404255,-0.02666666666666667,0.4222222222222222,Memproduksi bahan aditif untuk mencegah kerugian dalam aktivitas pengeboran dengan teknologi serat,"Dipo Business Center 7th floor, Suite 7E Jl. Gatot Subroto Kav. 50-52, Jakarta 10260",http://www.drilchem.com/,182000000,25.0,HD - KGI SEKURITAS INDONESIA,['HD - KGI SEKURITAS INDONESIA'],2021-11-18,2021-11-22,150,180,2021-12-02,2021-12-06,2021-12-06,2021-12-07,2021-12-08,0.5,180.0
Closed,RMKE,PT RMK Energy Tbk,Energy,Coal Distribution,Utama,206.0,-0.02912621359223301,-0.015,0.0,0.17766497461928935,-0.02586206896551724,-0.02654867256637168,0.02727272727272727,1.8883495145631068,Bergerak dalam bidang pertambangan batubara dan aktivitas perusahaan holding,"Wisma RMK Lantai 2 Jalan Puri Kencana Blok M4/1, Kembangan Selatan, Kembangan, Kota Adm. Jakarta Barat, DKI Jakarta 11610",http://www.rmkenergy.com/,875000000,20.0,IU - INDO CAPITAL SEKURITAS,"['IU - INDO CAPITAL SEKURITAS', 'AO - ERDIKHA ELIT SEKURITAS', 'KK - PHILLIP SEKURITAS INDONESIA', 'MG - SEMESTA INDOVEST SEKURITAS', 'MI - VICTORIA SEKURITAS INDONESIA']",2021-11-10,2021-11-15,160,230,2021-11-30,2021-12-03,2021-12-03,2021-12-06,2021-12-07,0.0,
Closed,CMRY,PT Cisarua Mountain Dairy Tbk,Consumer Non-Cyclicals,Dairy Products,Utama,3080.0,0.10714285714285714,-0.008797653958944282,0.04142011834319527,-0.02556818181818182,0.0029154518950437317,0.014534883720930232,-0.014326647564469915,0.7288961038961039,Bergerak di bidang usaha Produk Susu Premium dan Konsumen Premium,Rukan Taman Meruya Jl. Komp. Rukan Taman Meruya No.N/27-28 Jakarta Barat 11620 Indonesia,https://www.cimory.com,1190203000,15.0,CC - MANDIRI SEKURITAS,"['CC - MANDIRI SEKURITAS', 'GR - PANIN SEKURITAS TBK.', 'KZ - CLSA SEKURITAS INDONESIA']",2021-11-10,2021-11-17,2780,3160,2021-11-30,2021-12-02,2021-12-02,2021-12-03,2021-12-06,0.0,
Closed,TAYS,PT JAYA SWARASA AGUNG TBK,Consumer Non-Cyclicals,Processed Foods,Pengembangan,360.0,-0.06666666666666667,-0.023809523809523808,-0.06707317073170732,-0.06535947712418301,-0.04195804195804196,-0.0364963503649635,0.0,-0.7944444444444444,Industri Makanan Ringan,"Jalan Parung Panjang No. 68, Kp. Bungaok RT001/RW003 Desa Kemuning, Kecamatan Legok, Kabupaten Tangerang, Banten 15820.",https://www.taysbakers.com,240300000,22.0,XA - NH KORINDO SEKURITAS INDONESIA,"['XA - NH KORINDO SEKURITAS INDONESIA', 'HD - KGI SEKURITAS INDONESIA']",2021-11-02,2021-11-08,336,360,2021-11-30,2021-12-02,2021-12-02,2021-12-03,2021-12-06,0.0,
Closed,WGSH,PT Wira Global Solusi Tbk,Technology,IT Services & Consulting,Akselerasi,140.0,0.1,0.09740259740259741,0.09467455621301775,0.0918918918918919,0.09900990099009901,-0.0990990990990991,-0.1,-0.45714285714285713,Bergerak dalam bidang usaha Perdagangan Teknologi Informasi,"The Breeze BSD City L81 - 82 Jln. Grand Boulevard Kabupaten Tangerang Indonesia, 15345",https://www.wgshub.com/,208500000,20.0,AH - SHINHAN SEKURITAS INDONESIA,['AH - SHINHAN SEKURITAS INDONESIA'],2021-11-09,2021-11-17,125,140,2021-11-30,2021-12-02,2021-12-02,2021-12-03,2021-12-06,0.0,
Closed,WMPP,PT Widodo Makmur Perkasa Tbk,Consumer Non-Cyclicals,"Fish, Meat, & Poultry",Pemantauan Khusus,160.0,,,,,,,,-0.925,"Peternakan Sapi & Ayam, Rumah Potong Hewan, Daging & Olahan, Pakan Ternak, Bahan Makanan, Konstruksi","Gedung Graha Widodo Makmur Jalan Raya Cilangkap No. 58, Cilangkap, Cipayung, Jakarta Timur, 13870",https://widodomakmurperkasa.co.id/,4419000000,15.0,SF - SURYA FAJAR SEKURITAS,"['SF - SURYA FAJAR SEKURITAS', 'CP - KB VALBURY SEKURITAS', 'IF - SAMUEL SEKURITAS INDONESIA', 'OD - BRI DANAREKSA SEKURITAS', 'RS - YULIE SEKURITAS INDONESIA TBK.', 'YP - MIRAE ASSET SEKURITAS INDONESIA', 'C3 - PT CIMB Niaga Sekuritas']",2021-10-27,2021-11-09,160,220,2021-11-30,2021-12-02,2021-12-02,2021-12-03,2021-12-06,0.0,
Closed,DEPO,PT Caturkarda Depo Bangunan Tbk,Consumer Cyclicals,Home Improvement Retail,Pengembangan,482.0,0.24481327800829875,0.03333333333333333,-0.04838709677419355,0.0423728813559322,-0.008130081300813009,0.0,-0.06557377049180328,-0.3817427385892116,Supermarket dan/atau Retai Bahan Bangunan,"Jl. Raya Serpong KM2, Kel. Pakulonan, Kec. Serpong Utara, Tangerang Selatan",https://depobangunan.co.id/,1024000000,15.0,YP - MIRAE ASSET SEKURITAS INDONESIA,['YP - MIRAE ASSET SEKURITAS INDONESIA'],2021-11-01,2021-11-08,426,525,2021-11-18,2021-11-23,2021-11-23,2021-11-24,2021-11-25,0.0,
Closed,BINO,PT Perma Plasindo Tbk,Industrials,Office Supplies,Pengembangan,138.0,0.21014492753623187,-0.059880239520958084,0.012738853503184714,-0.06918238993710692,-0.05405405405405406,-0.007142857142857143,0.0,0.057971014492753624,Aktivitas perusahaan holding serta produksi dan distribusi alat tulis kantor melalui entitas anak,"Jl. Raya Boulevard Barat Blok LC VI No 23, Kelapa Gading Barat, Jakarta Utara, Indonesia 14240",https://www.permaplasindo.co.id/,435000000,20.0,IU - INDO CAPITAL SEKURITAS,"['IU - INDO CAPITAL SEKURITAS', 'KK - PHILLIP SEKURITAS INDONESIA', 'MG - SEMESTA INDOVEST SEKURITAS']",2021-10-28,2021-11-05,120,145,2021-11-18,2021-11-23,2021-11-23,2021-11-24,2021-11-25,0.5,168.0
Closed,MTEL,PT Dayamitra Telekomunikasi Tbk,Infrastructures,Wireless Telecommunication Services,Utama,800.0,-0.04375,0.013071895424836602,0.0,0.0,-0.0064516129032258064,-0.012987012987012988,0.02631578947368421,-0.15625,Penyedia Jasa Menara Telekomunikasi,Telkom Landmark Tower Lt. 27 Jl. Gatot Subroto Kavling 52 Jakarta 12710,https://www.mitratel.co.id/,22920512000,28.0,CC - MANDIRI SEKURITAS,"['CC - MANDIRI SEKURITAS', 'BK - J.P. MORGAN SEKURITAS INDONESIA', 'CP - KB VALBURY SEKURITAS', 'GR - PANIN SEKURITAS TBK.', 'GW - HSBC SEKURITAS INDONESIA', 'IF - SAMUEL SEKURITAS INDONESIA', 'IN - INVESTINDO NUSANTARA SEKURITAS', 'OD - BRI DANAREKSA SEKURITAS', 'PF - DANASAKTI SEKURITAS INDONESIA', 'RS - YULIE SEKURITAS INDONESIA TBK.', 'S0 - PT Morgan Stanley Sekuritas Indonesia']",2021-10-26,2021-11-04,775,975,2021-11-16,2021-11-18,2021-11-18,2021-11-19,2021-11-22,0.0,
Closed,BOBA,PT Formosa Ingredient Factory Tbk,Consumer Non-Cyclicals,Processed Foods,Pengembangan,280.0,0.25,-0.005714285714285714,-0.05747126436781609,-0.06707317073170732,0.006535947712418301,-0.045454545454545456,0.047619047619047616,-0.40714285714285714,"Produksi tapioca pearl, topping jelly, popping boba, premium sauce, syrup dan premix powder","Berlian 88 Biz Estate Blok C No.1 Jl. Diklat Pemda, Kelapa Dua Tangerang – Banten 15810",https://bobaking.co.id/,140000000,12.0,MI - VICTORIA SEKURITAS INDONESIA,['MI - VICTORIA SEKURITAS INDONESIA'],2021-10-05,2021-10-11,250,280,2021-10-26,2021-10-28,2021-10-28,2021-10-29,2021-11-01,0.0,
Closed,KUAS,PT ACE OLDFIELDS TBK,Industrials,Building Products & Fixtures,Pengembangan,195.0,0.3435897435897436,-0.04580152671755725,0.0,-0.064,-0.06837606837606838,-0.06422018348623854,-0.058823529411764705,-0.7333333333333333,Perseroan Bergerak Dalam Bidang Usaha Produksi Peralatan Dan Perlengkapan Pengecatan,"Jl. Raya Cileungsi Jonggol KM 22,5 RT.006 RW.002, Cileungsi, Bogor, 16820",https://www.aceoldfields.com,390000000,30.0,XA - NH KORINDO SEKURITAS INDONESIA,['XA - NH KORINDO SEKURITAS INDONESIA'],2021-09-22,2021-09-27,195,250,2021-10-18,2021-10-21,2021-10-21,2021-10-22,2021-10-25,0.33,250.0
Closed,IDEA,PT Idea Indonesia Akademi Tbk,Consumer Cyclicals,Education Services,Akselerasi,140.0,0.1,0.09740259740259741,-0.09467455621301775,-0.09803921568627451,-0.09420289855072464,-0.056,0.09322033898305085,-0.7714285714285715,"Akademi Pendidikan dan Pelatihan Perhotelan, Kapal Pesiar, Tata Boga dan Restoran Berbasis Industri","18 Office Park Lantai 10 Jalan TB Simatupang Kav. 18, RW.1, Kebagusan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",https://www.ideaindonesia.com,212487500,20.0,IU - INDO CAPITAL SEKURITAS,"['IU - INDO CAPITAL SEKURITAS', 'KK - PHILLIP SEKURITAS INDONESIA']",2021-08-13,2021-08-24,120,155,2021-09-02,2021-09-07,2021-09-07,2021-09-08,2021-09-09,0.0,
Closed,RSGK,PT Kedoya Adyaraya Tbk,Healthcare,Healthcare Providers,Utama,1720.0,0.25,-0.046511627906976744,-0.05609756097560976,-0.046511627906976744,0.06233062330623306,-0.03571428571428571,-0.021164021164021163,-0.33430232558139533,Bergerak di bidang Aktivitas Rumah Sakit Swasta,"RS Grha Kedoya Jalan Panjang Arteri No. 26, Kedoya Utara, Kebon Jeruk, Jakarta 11520",https://www.grhahospitals.com,185940000,20.0,RF - BUANA CAPITAL SEKURITAS,['RF - BUANA CAPITAL SEKURITAS'],2021-08-12,2021-08-24,1500,1750,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-08,0.0,
Closed,SBMA,PT Surya Biru Murni Acetylene Tbk,Basic Materials,Basic Chemicals,Pengembangan,180.0,0.34444444444444444,0.24793388429752067,0.24503311258278146,0.25,0.06382978723404255,-0.068,-0.06866952789699571,-0.26666666666666666,Bergerak di Bidang Industri Kimia Anorganik Gas,"Jalan Jendral Sudirman No. 5 - 6, Kelurahan Klandasan Ilir, Kecamatan Balikpapan Kota, Kota Balikpapan, Provinsi Kalimantan Timur 76113",https://www.suryabirumurni.co.id,278400000,30.0,HD - KGI SEKURITAS INDONESIA,['HD - KGI SEKURITAS INDONESIA'],2021-08-19,2021-08-23,180,230,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-08,0.17,230.0
Closed,RUNS,PT Global Sukses Solusi Tbk,Technology,IT Services & Consulting,Akselerasi,254.0,0.09448818897637795,0.09352517985611511,0.09868421052631579,0.09580838323353294,0.09836065573770492,0.09950248756218906,0.09954751131221719,-0.7874015748031497,"Informasi dan Komunikasi serta Perdagangan Besar & Eceran Piranti Lunak, Komputer & Perlengkapannya","Grha RUN System Jl. Pakuningratan No. 15, Yogyakarta, 55233",https://www.runsystem.id,196800000,20.0,YP - MIRAE ASSET SEKURITAS INDONESIA,"['YP - MIRAE ASSET SEKURITAS INDONESIA', 'OD - BRI DANAREKSA SEKURITAS']",2021-08-20,2021-08-26,230,254,2021-09-02,2021-09-06,2021-09-06,2021-09-07,2021-09-08,0.0,
